crop ID,soil_type,Seedling Stage,MOI,temp,humidity,result
Wheat,Alluvial Soil,Maturation,24.0,40.0,35.0,1
Wheat,Black Soil,Pollination,37.0,43.0,26.0,1
Cabbage,Silty Soil,Flowering,5.0,40.8,29.87,2
Brinjal,Laterite Soil,Germination,47.85,37.38,54.45,2
Carrot,Loam Soil,Pollination,18.0,19.0,85.0,0
Potato,Peaty Soil,Flowering,29.17,19.6,86.07,0
Wheat,Peaty Soil,Fruit/Grain/Bulb Formation,75.34,19.73,90.17,0
Groundnut,Loamy Soil,Seedling Stage,15.51,42.38,33.98,2
Maize,Clay Soil,Germination,18.0,40.0,51.0,2
Maize,Sandy Soil,Fruit/Grain/Bulb Formation,57.0,39.0,30.3,2
Potato,Clay Soil,Germination,26.0,38.0,41.0,1
Groundnut,Sandy Soil,Germination,39.0,27.0,78.3,1
Carrot,Loam Soil,Seedling Stage,44.0,17.0,87.0,0
Chilli,Red Soil,Seedling Stage,72.0,42.0,29.0,2
Chilli,Chalky Soil,Flowering,60.0,19.0,85.0,0
Cotton,Black Soil,Flowering,100.0,43.89,19.88,1
Onion,Clay Soil,Vegetative Growth / Root or Tuber Development,4.0,32.0,67.1,1
Carrot,Clay Soil,Flowering,53.0,35.0,48.0,1
Brinjal,Red Soil,Flowering,41.0,34.0,39.6,2
Wheat,Red Soil,Fruit/Grain/Bulb Formation,69.0,21.0,83.0,0
Wheat,Red Soil,Flowering,44.0,40.0,35.0,1
Potato,Clay Soil,Germination,35.0,25.0,80.0,1
Rice,Clay Soil,Seedling Stage,7.0,17.0,95.0,0
Tomato,Loamy Soil,Seedling Stage,15.98,22.6,81.08,0
Tomato,Red Soil,Germination,63.0,14.0,90.0,0
Wheat,Loamy Soil,Flowering,26.58,16.97,94.1,1
Onion,Peaty Soil,Germination,26.86,15.07,96.52,1
Chilli,Loamy Soil,Vegetative Growth / Root or Tuber Development,87.09,43.17,22.56,1
Rice,Sandy Soil,Seedling Stage,99.0,37.0,57.6,0
Cotton,Loamy Soil,Flowering,7.35,22.86,83.95,2
Wheat,Alluvial Soil,Harvest,66.0,28.0,71.0,2
Tomato,Red Soil,Flowering,69.0,20.0,84.0,0
Cabbage,Black Soil,Seedling Stage,100.0,19.19,79.63,0
Cabbage,Black Soil,Seedling Stage,19.65,13.51,99.34,1
Maize,Clay Soil,Fruit/Grain/Bulb Formation,65.0,24.0,89.4,0
Cotton,Laterite Soil,Germination,15.19,24.25,71.79,2
Onion,Red Soil,Flowering,63.0,17.0,93.6,0
Cotton,Red Soil,Vegetative Growth / Root or Tuber Development,47.0,27.0,85.3,1
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,73.0,35.0,60.0,2
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,15.0,22.0,82.0,0
Brinjal,Loam Soil,Germination,34.0,42.0,28.9,2
Potato,Laterite Soil,Flowering,34.01,30.19,65.2,1
Chilli,Red Soil,Germination,39.0,41.0,40.0,1
Tomato,Clay Soil,Germination,60.0,19.0,85.0,0
Rice,Laterite Soil,Flowering,88.86,45.25,23.8,1
Maize,Loamy Soil,Germination,54.51,45.2,21.42,2
Maize,Loamy Soil,Germination,53.79,44.21,19.27,2
Potato,Sandy Soil,Germination,13.0,18.0,86.0,0
Tomato,Red Soil,Pollination,93.0,35.0,48.0,0
Wheat,Silty Soil,Harvest,95.75,25.37,78.53,0
Chilli,Sandy Soil,Germination,7.0,13.0,91.0,0
Brinjal,Clay Soil,Germination,18.0,18.0,89.0,1
Cabbage,Loam Soil,Vegetative Growth / Root or Tuber Development,65.0,32.0,54.6,0
Brinjal,Silty Soil,Pollination,43.77,20.3,90.54,1
Potato,Loamy Soil,Germination,54.45,12.49,91.32,1
Brinjal,Loam Soil,Pollination,70.0,29.0,63.2,0
Onion,Loam Soil,Germination,61.0,23.0,86.2,0
Chilli,Black Soil,Seedling Stage,70.0,42.0,29.0,2
Wheat,Black Soil,Fruit/Grain/Bulb Formation,15.09,31.55,68.82,1
Carrot,Black Soil,Vegetative Growth / Root or Tuber Development,15.83,32.36,56.94,0
Wheat,Silty Soil,Fruit/Grain/Bulb Formation,25.06,39.28,33.39,1
Tomato,Clay Soil,Seedling Stage,100.0,40.0,31.0,0
Maize,Sandy Soil,Harvest,64.0,35.0,58.4,0
Wheat,Sandy Soil,Pollination,67.0,23.0,81.0,0
Cabbage,Silty Soil,Seedling Stage,50.06,36.88,33.77,2
Wheat,Silty Soil,Seedling Stage,30.33,32.91,54.69,0
Wheat,Laterite Soil,Maturation,33.8,46.11,17.64,2
Potato,Black Soil,Pollination,89.34,33.55,58.24,0
Brinjal,Peaty Soil,Pollination,37.02,21.67,95.37,2
Wheat,Clay Soil,Germination,43.0,33.0,64.0,0
Wheat,Peaty Soil,Maturation,61.17,18.92,83.59,0
Cotton,Black Soil,Flowering,48.0,17.0,88.4,1
Wheat,Laterite Soil,Maturation,33.37,28.78,65.77,1
Brinjal,Peaty Soil,Seedling Stage,17.1,16.1,83.42,0
Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,13.0,18.0,86.0,0
Carrot,Clay Soil,Pollination,73.0,35.0,48.0,0
Cotton,Peaty Soil,Germination,57.67,31.6,78.89,0
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,5.0,13.0,91.0,0
Wheat,Alluvial Soil,Seedling Stage,80.0,36.0,47.0,0
Cabbage,Silty Soil,Vegetative Growth / Root or Tuber Development,32.01,19.9,87.86,0
Cabbage,Sandy Soil,Pollination,1.0,22.0,86.0,2
Rice,Sandy Soil,Flowering,75.0,21.0,89.7,0
Maize,Silty Soil,Maturation,82.69,30.35,73.0,1
Maize,Alluvial Soil,Pollination,17.0,15.0,95.0,2
Potato,Sandy Soil,Germination,70.0,28.0,74.0,1
Onion,Loam Soil,Seedling Stage,27.0,22.0,81.7,1
Rice,Loam Soil,Flowering,62.0,22.0,91.1,0
Groundnut,Black Soil,Pollination,83.05,29.48,76.03,1
Rice,Black Soil,Pollination,55.61,25.92,100.0,0
Wheat,Red Soil,Maturation,30.0,13.0,91.0,0
Tomato,Black Soil,Germination,62.09,18.65,87.95,0
Cotton,Peaty Soil,Seedling Stage,19.74,21.41,97.47,2
Carrot,Clay Soil,Seedling Stage,37.0,14.0,90.0,0
Potato,Clay Soil,Flowering,74.0,34.0,53.0,0
Cabbage,Sandy Soil,Flowering,29.0,35.0,44.7,2
Brinjal,Clay Soil,Seedling Stage,11.0,24.0,74.1,1
Brinjal,Red Soil,Flowering,41.0,29.0,78.0,1
Onion,Loam Soil,Flowering,95.0,37.0,56.6,0
Cabbage,Sandy Soil,Seedling Stage,88.0,22.0,71.4,0
Rice,Black Soil,Flowering,51.19,30.18,90.84,1
Carrot,Sandy Soil,Germination,63.0,22.0,82.0,0
Rice,Loamy Soil,Germination,84.38,40.24,56.31,0
Tomato,Red Soil,Seedling Stage,29.0,17.0,87.0,0
Tomato,Clay Soil,Vegetative Growth / Root or Tuber Development,12.0,22.0,82.0,0
Chilli,Black Soil,Vegetative Growth / Root or Tuber Development,37.0,31.0,62.0,1
Groundnut,Sandy Soil,Vegetative Growth / Root or Tuber Development,73.0,32.0,61.9,0
Rice,Loam Soil,Flowering,67.0,36.0,49.5,0
Rice,Peaty Soil,Flowering,23.13,30.97,80.91,1
Wheat,Red Soil,Maturation,75.0,41.0,36.8,2
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,79.0,25.0,80.0,0
Tomato,Silty Soil,Seedling Stage,11.79,20.12,85.15,0
Onion,Loamy Soil,Flowering,39.02,30.2,66.12,1
Onion,Peaty Soil,Flowering,37.85,42.14,17.32,2
Wheat,Red Soil,Maturation,23.0,20.0,84.0,0
Wheat,Red Soil,Fruit/Grain/Bulb Formation,90.0,44.0,42.0,0
Wheat,Black Soil,Maturation,49.13,16.14,88.99,0
Brinjal,Clay Soil,Flowering,22.0,34.0,58.5,2
Cotton,Loamy Soil,Vegetative Growth / Root or Tuber Development,11.45,30.63,74.18,2
Cabbage,Loam Soil,Germination,43.0,15.0,92.0,0
Wheat,Red Soil,Pollination,15.0,45.0,26.0,1
Potato,Clay Soil,Flowering,4.0,30.0,65.0,1
Cotton,Sandy Soil,Seedling Stage,93.0,45.0,23.0,2
Tomato,Loamy Soil,Vegetative Growth / Root or Tuber Development,40.83,41.25,32.36,0
Wheat,Alluvial Soil,Seedling Stage,62.0,40.0,35.0,0
Tomato,Clay Soil,Vegetative Growth / Root or Tuber Development,10.0,34.0,53.0,1
Wheat,Sandy Soil,Seedling Stage,92.0,34.0,53.0,0
Carrot,Loamy Soil,Germination,67.97,36.42,47.66,1
Wheat,Black Soil,Harvest,10.0,15.0,89.0,0
Cotton,Loamy Soil,Seedling Stage,26.06,18.03,81.92,2
Cabbage,Sandy Soil,Seedling Stage,99.0,33.0,56.9,0
Maize,Clay Soil,Pollination,80.0,28.0,71.7,0
Groundnut,Clay Soil,Flowering,13.0,39.0,23.3,2
Wheat,Red Soil,Harvest,38.0,17.0,87.0,0
Maize,Black Soil,Maturation,37.0,20.0,83.8,0
Brinjal,Clay Soil,Germination,19.0,24.0,82.4,1
Carrot,Clay Soil,Germination,42.0,21.0,83.0,0
Chilli,Silty Soil,Seedling Stage,66.04,33.16,57.61,1
Wheat,Loamy Soil,Harvest,34.5,35.97,49.57,1
Groundnut,Sandy Soil,Vegetative Growth / Root or Tuber Development,53.0,18.0,85.6,0
Groundnut,Loam Soil,Pollination,41.0,17.0,76.1,1
Wheat,Black Soil,Fruit/Grain/Bulb Formation,17.0,20.0,84.0,0
Cabbage,Black Soil,Pollination,68.24,33.81,54.15,2
Carrot,Clay Soil,Vegetative Growth / Root or Tuber Development,87.0,29.0,66.0,0
Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,1.0,43.0,26.0,1
Maize,Loamy Soil,Germination,28.84,32.59,73.53,2
Cotton,Loamy Soil,Flowering,5.0,17.22,87.42,1
Carrot,Silty Soil,Germination,68.3,40.94,45.08,0
Maize,Alluvial Soil,Harvest,9.0,45.0,21.4,2
Wheat,Loamy Soil,Fruit/Grain/Bulb Formation,31.93,24.33,81.99,1
Groundnut,Peaty Soil,Flowering,43.09,21.62,86.16,0
Cabbage,Laterite Soil,Flowering,69.14,41.7,40.06,1
Tomato,Clay Soil,Seedling Stage,34.0,21.0,83.0,0
Carrot,Sandy Soil,Germination,17.0,39.0,36.0,1
Onion,Laterite Soil,Pollination,11.93,22.47,76.41,2
Wheat,Peaty Soil,Harvest,71.46,38.06,36.32,2
Groundnut,Loam Soil,Vegetative Growth / Root or Tuber Development,28.0,16.0,87.3,1
Tomato,Loam Soil,Flowering,31.0,24.0,80.0,0
Onion,Clay Soil,Flowering,96.0,36.0,59.7,0
Cotton,Red Soil,Seedling Stage,65.0,16.0,92.4,0
Tomato,Clay Soil,Pollination,4.0,18.0,86.0,0
Wheat,Loamy Soil,Maturation,46.68,45.74,15.4,1
Maize,Silty Soil,Pollination,34.35,41.87,33.61,2
Potato,Loam Soil,Vegetative Growth / Root or Tuber Development,30.0,28.0,71.0,1
Wheat,Loamy Soil,Maturation,54.25,34.85,62.06,1
Chilli,Chalky Soil,Flowering,58.0,30.0,65.0,1
Maize,Clay Soil,Vegetative Growth / Root or Tuber Development,35.0,30.0,65.7,1
Wheat,Laterite Soil,Maturation,5.0,17.52,86.41,0
Tomato,Clay Soil,Flowering,81.0,25.0,80.0,0
Cabbage,Laterite Soil,Flowering,56.76,23.83,77.21,0
Wheat,Sandy Soil,Harvest,56.0,22.0,82.0,0
Wheat,Silty Soil,Seedling Stage,61.95,34.33,61.55,0
Cotton,Red Soil,Seedling Stage,18.0,32.0,60.7,2
Onion,Red Soil,Vegetative Growth / Root or Tuber Development,12.0,36.0,55.9,2
Potato,Loamy Soil,Germination,19.24,23.47,81.48,0
Carrot,Loamy Soil,Seedling Stage,59.03,23.12,82.96,0
Potato,Peaty Soil,Pollination,100.0,35.71,45.58,0
Wheat,Black Soil,Harvest,81.01,28.3,65.65,1
Onion,Loam Soil,Germination,65.0,24.0,80.0,0
Cotton,Chalky Soil,Germination,43.0,17.0,86.1,1
Rice,Loam Soil,Flowering,26.0,15.0,95.0,1
Chilli,Red Soil,Flowering,30.0,24.0,80.0,0
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,19.0,18.0,86.0,0
Chilli,Black Soil,Germination,30.8,22.16,77.49,1
Cotton,Red Soil,Vegetative Growth / Root or Tuber Development,89.0,34.0,53.3,1
Brinjal,Peaty Soil,Germination,36.52,20.57,76.0,0
Maize,Black Soil,Germination,16.0,17.0,80.8,1
Onion,Loam Soil,Flowering,68.0,37.0,38.6,1
Onion,Black Soil,Vegetative Growth / Root or Tuber Development,5.0,43.57,24.6,2
Cabbage,Silty Soil,Pollination,56.87,17.92,82.64,0
Brinjal,Clay Soil,Pollination,19.0,40.0,41.8,2
Cabbage,Loamy Soil,Pollination,100.0,36.62,50.87,0
Brinjal,Loam Soil,Vegetative Growth / Root or Tuber Development,38.0,22.0,83.6,0
Onion,Silty Soil,Flowering,74.4,32.72,52.59,1
Maize,Peaty Soil,Seedling Stage,20.71,26.26,76.31,1
Cabbage,Clay Soil,Germination,47.0,15.0,92.2,0
Onion,Red Soil,Vegetative Growth / Root or Tuber Development,64.0,44.0,28.8,1
Rice,Loam Soil,Seedling Stage,89.0,43.0,36.9,0
Rice,Sandy Soil,Vegetative Growth / Root or Tuber Development,22.0,15.0,95.0,1
Potato,Silty Soil,Flowering,31.86,40.47,43.54,1
Carrot,Clay Soil,Pollination,7.0,29.0,66.0,1
Groundnut,Silty Soil,Germination,75.74,21.32,82.95,0
Rice,Sandy Soil,Germination,46.0,23.0,95.0,0
Chilli,Peaty Soil,Vegetative Growth / Root or Tuber Development,81.94,18.91,83.82,0
Potato,Loam Soil,Pollination,83.0,39.0,38.0,0
Wheat,Clay Soil,Flowering,80.0,40.0,35.0,0
Onion,Loam Soil,Germination,9.0,27.0,74.7,1
Onion,Laterite Soil,Seedling Stage,5.0,12.78,83.83,1
Onion,Loam Soil,Germination,28.0,32.0,62.2,1
Potato,Clay Soil,Seedling Stage,20.0,23.0,81.0,0
Wheat,Black Soil,Pollination,28.0,21.0,83.0,0
Potato,Loam Soil,Vegetative Growth / Root or Tuber Development,45.0,43.0,26.0,1
Carrot,Loam Soil,Pollination,47.0,29.0,66.0,1
Potato,Laterite Soil,Seedling Stage,37.78,25.94,66.79,1
Chilli,Black Soil,Flowering,18.82,26.93,78.67,0
Cabbage,Loam Soil,Germination,12.0,27.0,72.3,1
Groundnut,Clay Soil,Seedling Stage,26.0,15.0,83.2,1
Wheat,Silty Soil,Pollination,42.63,14.19,96.22,0
Wheat,Black Soil,Germination,2.0,26.0,77.0,1
Tomato,Loamy Soil,Seedling Stage,30.08,19.84,90.21,1
Onion,Clay Soil,Flowering,31.0,15.0,84.0,1
Carrot,Black Soil,Germination,81.09,33.16,52.35,1
Potato,Clay Soil,Pollination,36.0,30.0,65.0,1
Wheat,Black Soil,Pollination,41.0,20.0,84.0,0
Maize,Alluvial Soil,Pollination,46.0,38.0,54.2,2
Wheat,Alluvial Soil,Flowering,86.0,44.0,23.0,0
Tomato,Laterite Soil,Germination,60.09,24.43,72.39,0
Onion,Laterite Soil,Seedling Stage,25.77,25.01,75.24,2
Chilli,Peaty Soil,Seedling Stage,100.0,43.39,31.43,0
Cabbage,Black Soil,Vegetative Growth / Root or Tuber Development,25.99,14.34,90.1,1
Wheat,Red Soil,Seedling Stage,29.0,20.0,84.0,0
Rice,Sandy Soil,Seedling Stage,54.0,42.0,31.3,1
Tomato,Loam Soil,Germination,46.0,26.0,73.0,1
Tomato,Clay Soil,Vegetative Growth / Root or Tuber Development,2.0,20.0,84.0,0
Cotton,Chalky Soil,Germination,76.0,38.0,52.5,1
Brinjal,Loamy Soil,Pollination,5.85,18.65,84.78,1
Maize,Alluvial Soil,Maturation,9.0,28.0,84.5,1
Groundnut,Laterite Soil,Seedling Stage,46.13,18.83,83.96,0
Wheat,Clay Soil,Harvest,80.0,44.0,32.5,0
Potato,Loam Soil,Flowering,78.0,44.0,23.0,0
Onion,Clay Soil,Seedling Stage,99.0,35.0,46.4,0
Wheat,Silty Soil,Pollination,60.32,39.25,47.59,1
Onion,Clay Soil,Vegetative Growth / Root or Tuber Development,49.0,28.0,74.7,0
Onion,Loamy Soil,Germination,98.94,40.26,41.11,0
Tomato,Laterite Soil,Seedling Stage,28.67,34.27,45.31,1
Brinjal,Clay Soil,Vegetative Growth / Root or Tuber Development,8.0,20.0,86.4,1
Brinjal,Red Soil,Flowering,36.0,22.0,74.0,1
Chilli,Peaty Soil,Germination,42.66,35.06,58.35,2
Potato,Peaty Soil,Germination,13.07,38.75,36.42,0
Chilli,Black Soil,Germination,46.0,21.0,83.0,0
Carrot,Silty Soil,Vegetative Growth / Root or Tuber Development,48.28,27.13,77.53,1
Carrot,Loam Soil,Vegetative Growth / Root or Tuber Development,59.0,14.0,90.0,0
Rice,Loam Soil,Vegetative Growth / Root or Tuber Development,75.0,26.0,90.8,0
Rice,Loam Soil,Vegetative Growth / Root or Tuber Development,25.0,19.0,94.6,0
Potato,Loam Soil,Flowering,92.0,36.0,47.0,0
Chilli,Chalky Soil,Vegetative Growth / Root or Tuber Development,18.0,24.0,80.0,0
Onion,Red Soil,Pollination,66.0,38.0,29.3,1
Wheat,Black Soil,Seedling Stage,27.0,22.0,82.0,0
Cabbage,Peaty Soil,Seedling Stage,29.26,35.68,53.21,2
Chilli,Black Soil,Seedling Stage,81.0,31.0,62.0,0
Potato,Loam Soil,Pollination,79.0,35.0,50.0,0
Wheat,Loamy Soil,Seedling Stage,45.61,36.93,39.71,1
Wheat,Alluvial Soil,Seedling Stage,39.0,39.0,38.0,1
Brinjal,Clay Soil,Pollination,4.0,33.0,66.7,2
Maize,Clay Soil,Flowering,70.0,40.0,28.0,1
Maize,Silty Soil,Maturation,21.02,31.49,67.87,1
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,73.0,41.0,32.0,0
Wheat,Black Soil,Flowering,39.25,14.76,88.97,0
Wheat,Loamy Soil,Fruit/Grain/Bulb Formation,46.33,40.72,40.77,1
Onion,Red Soil,Seedling Stage,74.0,23.0,87.8,0
Chilli,Black Soil,Vegetative Growth / Root or Tuber Development,39.35,36.8,54.88,1
Maize,Clay Soil,Maturation,1.0,17.0,82.2,1
Onion,Clay Soil,Flowering,9.0,15.0,94.5,1
Chilli,Silty Soil,Vegetative Growth / Root or Tuber Development,79.03,19.2,92.01,0
Rice,Loam Soil,Pollination,99.0,29.0,84.2,0
Brinjal,Loam Soil,Flowering,54.0,38.0,45.6,1
Groundnut,Peaty Soil,Pollination,21.7,23.87,85.27,2
Onion,Loam Soil,Flowering,46.0,40.0,29.4,2
Onion,Red Soil,Germination,89.0,31.0,56.7,0
Cotton,Sandy Soil,Flowering,71.0,31.0,70.8,1
Cabbage,Sandy Soil,Pollination,87.0,27.0,74.9,0
Wheat,Black Soil,Germination,91.0,27.0,76.0,0
Cabbage,Peaty Soil,Pollination,100.0,28.44,61.35,0
Groundnut,Loam Soil,Seedling Stage,15.0,41.0,35.9,2
Chilli,Laterite Soil,Vegetative Growth / Root or Tuber Development,5.0,16.44,88.41,1
Cotton,Laterite Soil,Germination,48.46,28.0,71.2,0
Cabbage,Clay Soil,Germination,85.0,16.0,89.3,0
Tomato,Black Soil,Vegetative Growth / Root or Tuber Development,14.09,22.44,72.12,1
Cabbage,Silty Soil,Seedling Stage,42.38,31.95,61.14,0
Tomato,Peaty Soil,Germination,28.79,21.13,92.16,0
Wheat,Black Soil,Pollination,99.0,39.0,38.0,0
Wheat,Black Soil,Pollination,44.65,22.44,82.1,0
Tomato,Clay Soil,Seedling Stage,57.0,41.0,32.0,1
Chilli,Black Soil,Flowering,44.0,38.0,41.0,1
Cotton,Peaty Soil,Seedling Stage,67.24,26.58,74.83,0
Onion,Loam Soil,Flowering,31.0,15.0,95.0,1
Cabbage,Loam Soil,Seedling Stage,76.0,32.0,59.1,0
Tomato,Black Soil,Vegetative Growth / Root or Tuber Development,58.5,14.06,97.81,1
Wheat,Laterite Soil,Maturation,57.37,18.8,85.91,0
Cotton,Sandy Soil,Vegetative Growth / Root or Tuber Development,26.0,15.0,82.4,2
Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,14.0,17.0,87.0,0
Potato,Peaty Soil,Seedling Stage,48.36,15.89,95.56,0
Cabbage,Sandy Soil,Germination,36.0,18.0,91.6,1
Rice,Loam Soil,Seedling Stage,8.0,33.0,65.6,1
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,75.0,45.0,20.0,0
Brinjal,Peaty Soil,Pollination,60.98,33.47,33.06,2
Carrot,Loam Soil,Seedling Stage,58.0,15.0,89.0,0
Maize,Peaty Soil,Fruit/Grain/Bulb Formation,30.3,20.36,89.49,0
Wheat,Black Soil,Pollination,57.19,27.44,73.76,1
Maize,Black Soil,Germination,25.0,21.0,80.5,1
Cabbage,Sandy Soil,Seedling Stage,13.0,33.0,60.4,2
Potato,Sandy Soil,Vegetative Growth / Root or Tuber Development,81.0,41.0,32.0,0
Cabbage,Sandy Soil,Flowering,66.0,23.0,95.0,0
Chilli,Chalky Soil,Germination,56.0,23.0,81.0,0
Carrot,Silty Soil,Germination,59.7,38.14,41.01,1
Wheat,Peaty Soil,Harvest,81.59,44.0,28.27,2
Brinjal,Laterite Soil,Germination,68.68,45.7,12.94,2
Wheat,Peaty Soil,Seedling Stage,83.54,29.56,63.78,1
Wheat,Alluvial Soil,Pollination,26.0,17.0,87.0,0
Cabbage,Clay Soil,Vegetative Growth / Root or Tuber Development,40.0,16.0,93.9,0
Rice,Clay Soil,Flowering,26.0,41.0,46.5,2
Tomato,Red Soil,Seedling Stage,43.0,45.0,18.0,1
Rice,Peaty Soil,Flowering,27.01,39.44,47.97,1
Tomato,Peaty Soil,Seedling Stage,79.51,33.93,43.79,2
Wheat,Red Soil,Harvest,46.0,20.0,84.0,0
Wheat,Laterite Soil,Flowering,39.26,15.25,91.06,0
Brinjal,Red Soil,Pollination,3.0,18.0,83.5,2
Groundnut,Clay Soil,Germination,24.0,24.0,73.3,1
Wheat,Clay Soil,Maturation,56.0,22.0,82.0,0
Potato,Loam Soil,Seedling Stage,100.0,42.0,29.0,0
Chilli,Sandy Soil,Seedling Stage,34.0,26.0,77.0,1
Carrot,Clay Soil,Germination,27.0,24.0,80.0,0
Brinjal,Black Soil,Seedling Stage,75.77,30.99,68.47,0
Chilli,Red Soil,Seedling Stage,2.0,38.0,54.0,1
Maize,Sandy Soil,Germination,67.0,45.0,20.8,2
Carrot,Black Soil,Pollination,46.55,22.63,84.85,0
Tomato,Loam Soil,Vegetative Growth / Root or Tuber Development,84.0,46.0,15.0,0
Potato,Clay Soil,Seedling Stage,49.0,29.0,68.0,1
Rice,Silty Soil,Vegetative Growth / Root or Tuber Development,32.85,23.86,86.75,1
Wheat,Alluvial Soil,Maturation,58.0,30.0,65.0,1
Wheat,Sandy Soil,Maturation,1.0,18.0,86.0,0
Groundnut,Clay Soil,Pollination,7.0,21.0,89.5,2
Tomato,Red Soil,Pollination,34.0,36.0,45.0,1
Cotton,Black Soil,Germination,34.0,19.0,81.3,1
Cotton,Sandy Soil,Flowering,88.0,17.0,90.4,1
Rice,Loamy Soil,Germination,56.75,20.54,86.09,1
Cotton,Chalky Soil,Flowering,99.0,44.0,27.3,2
Wheat,Sandy Soil,Seedling Stage,97.0,39.0,38.0,0
Wheat,Black Soil,Maturation,17.64,45.29,13.95,1
Maize,Sandy Soil,Germination,87.0,39.0,42.2,1
Wheat,Red Soil,Maturation,19.0,29.0,68.0,1
Tomato,Black Soil,Germination,72.56,45.94,10.02,1
Cotton,Loamy Soil,Flowering,38.82,40.05,39.52,2
Onion,Laterite Soil,Seedling Stage,34.28,38.81,45.14,2
Rice,Silty Soil,Pollination,29.59,33.22,52.98,1
Wheat,Loamy Soil,Harvest,58.59,37.66,48.51,1
Wheat,Black Soil,Pollination,17.31,18.52,87.63,0
Chilli,Peaty Soil,Germination,100.0,30.15,68.59,0
Rice,Loamy Soil,Vegetative Growth / Root or Tuber Development,56.89,43.17,23.99,1
Potato,Sandy Soil,Pollination,91.0,31.0,62.0,0
Maize,Black Soil,Harvest,29.0,45.0,22.6,2
Groundnut,Loamy Soil,Flowering,100.0,38.93,43.13,2
Chilli,Chalky Soil,Germination,52.0,15.0,89.0,0
Wheat,Red Soil,Vegetative Growth / Root or Tuber Development,46.0,30.0,67.5,1
Cabbage,Clay Soil,Vegetative Growth / Root or Tuber Development,36.0,16.0,74.4,0
Wheat,Loamy Soil,Seedling Stage,26.46,15.23,88.16,1
Wheat,Black Soil,Seedling Stage,87.0,35.0,53.0,0
Cabbage,Silty Soil,Seedling Stage,68.37,43.63,32.57,0
Potato,Loam Soil,Germination,59.0,19.0,85.0,0
Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,67.0,35.0,50.0,1
Potato,Sandy Soil,Seedling Stage,4.0,40.0,50.0,1
Wheat,Loamy Soil,Harvest,78.63,26.2,87.54,0
Carrot,Silty Soil,Seedling Stage,58.29,17.98,93.68,0
Wheat,Loamy Soil,Seedling Stage,37.36,15.85,89.08,0
Brinjal,Black Soil,Seedling Stage,62.25,14.77,93.94,0
Groundnut,Laterite Soil,Pollination,36.49,28.06,64.93,1
Cotton,Silty Soil,Flowering,100.0,45.19,20.08,2
Onion,Laterite Soil,Vegetative Growth / Root or Tuber Development,25.6,19.96,72.86,1
Maize,Laterite Soil,Seedling Stage,15.4,33.69,59.89,2
Groundnut,Clay Soil,Germination,55.0,45.0,20.4,1
Wheat,Sandy Soil,Seedling Stage,17.0,20.0,84.0,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,81.0,41.0,32.0,0
Brinjal,Loam Soil,Vegetative Growth / Root or Tuber Development,48.0,32.0,50.0,1
Cabbage,Loamy Soil,Pollination,65.32,24.97,93.06,0
Rice,Sandy Soil,Flowering,71.0,18.0,95.0,0
Wheat,Black Soil,Seedling Stage,93.3,25.98,74.38,0
Maize,Laterite Soil,Seedling Stage,80.85,42.53,31.64,2
Carrot,Peaty Soil,Vegetative Growth / Root or Tuber Development,56.81,16.33,95.63,0
Carrot,Laterite Soil,Flowering,25.84,19.37,81.86,0
Brinjal,Red Soil,Flowering,99.0,39.0,30.6,1
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,24.0,30.0,66.5,1
Cabbage,Loam Soil,Flowering,8.0,26.0,75.6,1
Brinjal,Loam Soil,Seedling Stage,62.0,44.0,20.0,1
Tomato,Silty Soil,Pollination,33.83,37.7,42.36,1
Wheat,Clay Soil,Germination,82.0,28.0,71.0,0
Tomato,Loamy Soil,Pollination,30.71,18.86,86.88,0
Maize,Loamy Soil,Fruit/Grain/Bulb Formation,58.77,43.34,34.42,2
Wheat,Loamy Soil,Germination,8.68,37.39,47.25,0
Potato,Sandy Soil,Germination,20.0,23.0,81.0,0
Chilli,Black Soil,Vegetative Growth / Root or Tuber Development,19.0,23.0,81.0,0
Cabbage,Clay Soil,Seedling Stage,57.0,36.0,48.6,0
Carrot,Sandy Soil,Pollination,85.0,27.0,72.0,0
Groundnut,Clay Soil,Flowering,41.0,30.0,67.2,1
Tomato,Clay Soil,Germination,54.0,13.0,91.0,0
Potato,Sandy Soil,Seedling Stage,7.0,43.0,44.0,1
Carrot,Clay Soil,Pollination,2.0,46.0,17.0,1
Onion,Loam Soil,Seedling Stage,7.0,21.0,88.9,1
Wheat,Red Soil,Pollination,46.0,32.0,62.5,1
Cotton,Silty Soil,Germination,86.95,35.32,63.42,1
Brinjal,Red Soil,Germination,15.0,16.0,91.4,1
